Company,Country,Education,Employment Type,Experience,Id,Locality,Location,Postalcode,Posted At,Region,Salary,Skills,Title,Latitude,Longitude,Abbr,,,,,,
Society Staffing,US,4 Year Degree,FULL_TIME,At least 3 years experience.,d01604fd-9b29-5509-b9ee-6419bdb734d9,New York,POINT(-74.00597000 40.71278000),,2021-04-28T18:06:43Z,NY,,"Scheduling, Self Motivation, Attention To Detail, Smartphone, Coordinating, Tablets, Managing Vendors, Administration, Reports, Authorization (Medical)",Executive Personal Assistant,40.71278,-74.00597,,,,,,,
Michael Page,US,4 Year Degree,FULL_TIME,At least 3 years experience.,2c5c532b-9535-516f-9c56-e76c1c1d9dea,Albany,POINT(-73.75623000 42.65258000),,2021-04-09T15:48:42Z,NY,,"Finance, Banking, Decision Making, Accounting, Financial Services, Attention To Detail, Analytical, Risk Management, Testing, Microsoft Office, Microsoft Access, Governance Risk Management And Compliance, Management",AVP - Third Party Risk - Mandarin Speaker,42.65258,-73.75623,,,,,,,
Merrill Lynch,US,4 Year Degree,FULL_TIME,At least 3 years experience.,e15afb33-3207-5688-98d0-ac6de3270ed6,Garden City,POINT(-73.63429000 40.72677000),,2021-04-09T16:05:14Z,NY,,"Banking, Mortgage Loans, Leadership, Insurance, Securities (Finance), Finance, Mentorship, Wealth Management, Investments, Coaching And Mentoring, Training, Career Development, Loans, Interpersonal Skills, Professional Development, Learning, Leverage, Series 66 Uniform Investment Adviser : Combined State Laws License (Combined 63 And 65), Financial Services, Series 7 General Securities Representative License (Stockbroker), Training And Development",Merrill Lynch Financial Advisor Development Program,40.72677,-73.63429,,,,,,,
Merrill Lynch,US,4 Year Degree,FULL_TIME,At least 3 years experience.,2b77cf28-cbdf-5a86-84fd-349309fd8e64,Latham,POINT(-73.76054000 42.74776000),12110,2021-04-13T15:59:11Z,NY,,"Banking, Insurance, Mortgage Loans, Securities (Finance), Finance, Leadership, Investments, Mentorship, Recruitment, Career Development, Loans, Interpersonal Skills, Professional Development, Learning, Leverage, Series 66 Uniform Investment Adviser : Combined State Laws License (Combined 63 And 65), Financial Services, Training, Series 7 General Securities Representative License (Stockbroker), Training And Development, Sourcing (Recruitment)",Merrill Lynch Financial Advisor Development Program,42.74776,-73.76054,,,,,,,
Merrill Lynch,US,4 Year Degree,FULL_TIME,At least 3 years experience.,1ee0e399-6f1b-5c0b-882f-2318dd50d044,Saratoga Springs,POINT(-73.78457000 43.08313000),,2021-04-13T15:59:11Z,NY,,"Banking, Insurance, Mortgage Loans, Securities (Finance), Finance, Leadership, Investments, Mentorship, Recruitment, Career Development, Loans, Interpersonal Skills, Professional Development, Learning, Leverage, Series 66 Uniform Investment Adviser : Combined State Laws License (Combined 63 And 65), Financial Services, Training, Series 7 General Securities Representative License (Stockbroker), Training And Development, Sourcing (Recruitment)",Merrill Lynch Financial Advisor Development Program,43.08313,-73.78457,,,,,,,
The Bountiful Company,US,4 Year Degree,FULL_TIME,At least 3 years experience.,9fb95007-1ebf-5a49-b55a-d4083675515d,Holbrook,POINT(-73.07485000 40.78199000),11741,2021-05-04T01:04:38Z,NY,,"Time Management, Complex Problem Solving, Interpersonal Skills, Leadership, Operations, Chemistry, Biology, Sciences, Distribution (Business), Management, Packaging And Labeling, Overall Equipment Effectiveness, Lean Manufacturing, Coaching And Mentoring, Engineering, Microsoft Excel, Microsoft Office, Microsoft PowerPoint","Mgr., Shift (I)",40.78199,-73.07485,,,,,,,
PRIDE Health,US,4 Year Degree,FULL_TIME,At least 5 years experience.,a8d83348-608c-5177-8c0b-4a8b78b38173,The Bronx,POINT(-73.86483000 40.84478000),,2021-04-08T01:12:11Z,NY,,"Wound Care, Clinical Works, Management, Budgeting, Purchasing, Administration, Registered Nurse Certified, Nursing, Health Care, Performance Improvement, Respiratory Therapy, Research",Administrative Nurse Manager,40.84478,-73.86483,,,,,,,
Bank of America,US,4 Year Degree,FULL_TIME,At least 7 years experience.,d477471b-4e2f-5025-8f04-3a5031a6d919,Massapequa Park,POINT(-73.45531000 40.68049000),11762,2021-04-13T16:00:18Z,NY,,"Financial Services, Finance, Banking, Management, Communication, Passionate, Hardworking And Dedicated, Sales, Marketing, Options Strategies, Computer Literacy, Credit Analysis, Financial Statements, Economics, Data-Flow Analysis, Business To Business, Professional Development","Small Business Banker- Melville, NY",40.68049,-73.45531,,,,,,,
Volunteers of America Greater New York,US,4 Year Degree,FULL_TIME,At least 7 years experience.,4bec93a2-8113-56d9-842d-372244a3b9d9,New York,POINT(-74.00597000 40.71278000),,2021-04-18T01:30:15Z,NY,,"Pathing, Performance Management, Industrial Relations, Recruitment, Analytical, Attention To Detail, Human Resource Management, Retention Management, Verbal Communication, Written Communication, Reports, Administration, Human Resources, Management, Workflows, Performance Improvement, Operations, Finance","Assistant Vice President, Human Resources (HR115)",40.71278,-74.00597,,,,,,,
Omni One,US,4 Year Degree,FULL_TIME,,85e7d51a-e75f-577f-8cc8-e63f4587e9a8,Circleville,POINT(-82.94601000 39.60062000),43113,2021-04-10T01:02:58Z,OH,"$70,000.00 - $80,000.00 / year","Reports, Accounting, Quotations, Profitability Analysis, Internal Controls, Analysis Of Variance, Engineering, Sarbanes-Oxley Act (SOX) Compliance, Sales, Certified Public Accountant, Management, Procurement, Manufacturing, Cost Accounting, Finance",Cost Accountant,39.60062,-82.94601,,,,,,,
East Liverpool City Hospital,US,4 Year Degree,FULL_TIME,,9b85673d-4b0a-5c07-8fa0-d00bf37d242d,East Liverpool,POINT(-80.58614000 40.62185000),43920,2021-04-11T01:22:58Z,OH,,"Registered Nurse Certified, Cardiac Monitoring, Nursing, Nursing Process, Telemetry, Medical Ventilator, Basic Life Support, Advanced Cardiovascular Life Support (ACLS)",Staff RN Union - 12hr - ELOH Med/Surg Acute,40.62185,-80.58614,,,,,,,
IPRO,US,4 Year Degree,FULL_TIME,3 to 5 years experience.,b6aad6a7-339a-51d4-af41-61cf0c48150b,Beachwood,POINT(-81.50874000 41.46450000),44122,2021-04-12T15:18:11Z,OH,,"Requirements Analysis, Business Requirements, System Requirements, Information Systems, Microsoft Office, Microsoft PowerPoint, Health Informatics, Quality Management, Creative Problem Solving, Business Administration, Communication, Data Analysis, Project Management Software, Microsoft Excel",Data Analyst III (Business Analyst),41.4645,-81.50874,,,,,,,
Nesco Resource,US,4 Year Degree,FULL_TIME,7 to 10 years experience.,c8fd0aea-3c56-5c8e-8048-81e9f6c49694,Westerville,POINT(-82.93188000 40.12667000),,2021-04-19T01:35:35Z,OH,"$90,000.00 - $110,000.00 / year","Scheduling, Documentation, Systems Implementations, Management, Data Management, Research, Leadership, Complex Problem Solving, Business Process, Network Security, Instructions, Communication, Mentorship, Integration, Creativity, Business Acumen, Change Management, Infrastructure, VMware Certified Professional (VCP), Cisco Certified Network Professional, Active Directory, System Requirements, Microsoft Windows, Analysis, Best Practices, Information Technology, Sarbanes-Oxley Act (SOX) Compliance, Windows Domain, Self Motivation, Microsoft Certified Systems Engineer, Virtual Private Networks, IT Service Management, Information Technology Infrastructure Libraries, Continuous Improvement Process, Operational Excellence, Software Technical Review, Service Provider, Preventive Maintenance, Certified Information Systems Security Professional, Networking Hardware, Lifecycle Management, Storage Systems, Filmmaking, Flexible Working, Operations, Maintenance, Local Area Networks, 24/7 Services",IT Infrastructure Engineer,40.12667,-82.93188,,,,,,,
U.S. District Court : Ohio Southern District,US,4 Year Degree,FULL_TIME,At least 10 years experience.,7becb003-f569-5f5f-b488-6e9f208eb765,Columbus,POINT(-83.00517000 39.96392000),43215,2021-04-27T07:41:36Z,OH,"$76,280.00 - $146,538.00 / year","Operations, Management",Court Services Manager,39.96392,-83.00517,,,,,,,
Sogeti part of Capgemini,US,4 Year Degree,FULL_TIME,At least 2 years experience.,a82090ee-6817-5f29-a4e5-0754fbf05932,Dayton,POINT(-84.19160000 39.75895000),,2021-04-15T17:50:29Z,OH,,"Salesforce.Com, Self Motivation, Cascading Style Sheets (CSS), Adobe Creative Suite, HTML5, Visual Communications, Attention To Detail, Adobe After Effects, Logic Synthesis, Multitasking, JavaScript (Programming Language), Journalism, Coordinating, Microsoft Office, Curiosity, Responsive Web Design, Microsoft PowerPoint, Adobe Flash",Graphic Designer,39.75895,-84.1916,,,,,,,
Allied Universal,US,4 Year Degree,FULL_TIME,At least 2 years experience.,ae69882b-a95b-5b7d-8102-f74063a35e42,Cleveland,POINT(-81.69436000 41.49932000),,2021-04-30T16:46:41Z,OH,,"Emergency Handling, Time Management, Leadership, Scheduling, Decision Making, Conflict Management, Complex Problem Solving, Management, Communication, Staff Management, Training, Recruitment, Facility Management, Business Administration, Financial Management, Reports, Information Security, Self Motivation, Training And Development, Performance Management, Checklists, Operations, Customer Satisfaction, Maintenance, Billing, Memos, Law Enforcement",Account Manager,41.49932,-81.69436,,,,,,,
Nesco Resource,US,4 Year Degree,FULL_TIME,At least 2 years experience.,777c3a92-caca-5c4e-95a7-0dea7e1af345,Middleburg Heights,POINT(-81.81291000 41.36144000),,2021-04-12T13:25:26Z,OH,$21.00 - $26.00 / hour,"Bookkeeping, Ledgers (Accounting), Accounts Receivable, Journals, Collections, Finance, Accounting, Manufacturing, Microsoft Office",Staff Accountant,41.36144,-81.81291,,,,,,,
Stafford Technology,US,4 Year Degree,FULL_TIME,At least 2 years experience.,ee6cc657-d0c5-5f92-9dca-5c61ca58c141,Dublin,POINT(-83.11407000 40.09923000),,2021-04-15T11:54:02Z,OH,$40.00 - $55.00 / hour,"Product Strategies, Product Management, Market Research, Customer Relationship Management, Marketing, Product Planning, User Requirements Documents, Functional Requirement, Functional Specification, Product Support, Operations, Metrics, Sales, Program Management, Software As A Services, Reports, New Product Development, Creativity, Presentations, Customer Support, Analysis",Product Analyst,40.09923,-83.11407,,,,,,,
TriHealth,US,4 Year Degree,FULL_TIME,At least 3 years experience.,c1f6e9ee-003d-5227-9772-ae4184ca56ad,Cincinnati,POINT(-84.38844000 39.23827000),45242,2021-04-21T16:53:38Z,OH,"$72,000.00 - $115,000.00 / year","Quality Management, Scheduling, Patient Safety, Fiscal Policies, Health Care, Service Excellence - Health Care, Nursing, Retention Management",Nurse Manager Hospice Management),39.23827,-84.38844,,,,,,,
Gus Perdikakis Associates,US,4 Year Degree,FULL_TIME,At least 5 years experience.,02dd0768-1f9f-5806-9a18-a58c34fa9be1,Cincinnati,POINT(-84.51202000 39.10312000),,2021-04-13T18:17:38Z,OH,,"Engineering, 3D Modeling, Process Improvements (Business), Computer-Aided Design, AutoCAD, SolidWorks (CAD), Operations, Success Driven, Stress Management, Manufacturing, Self Motivation, Software Packaging, Attention To Detail, Testing, Pneumatics, Management, Structural Engineering, Mechanical Engineering, Data Analysis, Analysis, Maintenance, Documentation, Microsoft Office, Passionate, Coordinating, Servomechanism, Decision Making, Complex Problem Solving, Instructions, Packing, Verbal Communication, Driving",Mechanical Engineer,39.10312,-84.51202,,,,,,,
Nesco Resource,US,4 Year Degree,FULL_TIME,At least 7 years experience.,e168cb74-e43a-5bc0-ade4-d09e4f065d45,Columbus,POINT(-82.99879000 39.96117000),,2021-04-23T01:49:12Z,OH,"$45,000.00 - $60,000.00 / year","Leadership, Creativity, Communication, Business Development, Management, Relationship Building, Social Skills, Microsoft Access, Research, Self Motivation, Verbal Communication, Time Management, Marketing, Microsoft PowerPoint, Microsoft Office, Positive Attitude, Professional Development, Microsoft Excel, Passionate, Value Proposition, Training, Organization Development, Engineering, Architecture",Professional Development Specialist,39.96117,-82.99879,,,,,,,
Vaco Resources,US,4 Year Degree,FULL_TIME,At least 8 years experience.,e7773848-e3b4-501a-8d00-95ea068991fd,Cincinnati,POINT(-84.51202000 39.10312000),,2021-04-08T15:26:43Z,OH,,"Leadership, Complex Problem Solving, Business Acumen, Project Management Life Cycle, Management, Systems Development Life Cycle, Program Management, Methodologies, Project Management Professional",Sr Program Manager,39.10312,-84.51202,,,,,,,
TriHealth,US,4 Year Degree,FULL_TIME,No experience required.,485ef91b-4089-576d-9729-c50c750fa718,Cincinnati,POINT(-84.36472000 39.23643000),45242,2021-04-26T15:44:40Z,OH,,"Cardiopulmonary Resuscitation, Activities Of  Daily Living (ADLs), Basic Life Support, Training, Mathematics, Medical Surgical Nursing, Acute Care, Health Care","PATIENT CARE ASSISTANT- MED SURG PULMONARY- FULL TIME- NIGHT SHIFT-$1,000 SIGN ON BONUS",39.23643,-84.36472,,,,,,,
Butler Aerospace and Defense,US,4 Year Degree,FULL_TIME,No experience required.,6ead2051-9227-529e-b29e-c59e1cee0ef9,Cincinnati,POINT(-84.50648000 39.10320000),45202,2021-04-08T10:19:17Z,OH,$27.88/ hour,"Component Design, Geometric Dimensioning And Tolerancing, Tolerance, Design For Manufacturability (Industrial Design), Electronic Dance Music (EDM), Product Design, Conceptual Design, Tolerance Analysis, Progressive Stamping, Laser Cutting, New Product Development, Layouts, Assembling, File Management, Packaging And Labeling, Scheduling",Entry Level for New College Grad Jr Design Engineer,39.1032,-84.50648,,,,,,,
"United Collection Bureau, Inc.",US,4 Year Degree,FULL_TIME,No experience required.,d5600176-5e7e-5526-b3f9-ed797824006d,Maumee,POINT(-83.67797000 41.57410000),43537,2021-04-22T15:53:45Z,OH,"$38,000.00 - $42,000.00 / year","Industrial Relations, Recruitment, Human Resources",Human Resources Rep/Recruiter,41.5741,-83.67797,,,,,,,
TriHealth,US,4 Year Degree,FULL_TIME,Up to 1 year experience.,0915cde9-f77d-5f5c-9e49-0d4c46629562,Cincinnati,POINT(-84.45402000 39.16298000),45212,2021-04-13T14:45:05Z,OH,,"Health Systems, Punctuality, Customer Service, Scheduling, Medical Terminology, Setting Appointments, Registration, Call Centers, Data Entry, Complex Problem Solving, Health Care, Demography","Women's Services, Appointment Coordinator - Norwood, Ohio",39.16298,-84.45402,,,,,,,
McGean,US,4 Year Degree,FULL_TIME,Up to 10 years experience.,8cb87de1-df8b-55a9-98b6-267eb4e56b33,Cleveland,POINT(-81.66763000 41.44704000),44105,2021-04-27T13:30:15Z,OH,,"Leadership, Control Systems, Computer Control Systems, Electrical Engineering, Training, Engineering, Maintenance",Maintenance Engineer,41.44704,-81.66763,,,,,,,
Sogeti part of Capgemini,US,4 Year Degree,FULL_TIME,Up to 5 years experience.,831c7c71-2dd0-599f-a467-fb924075b76c,Dayton,POINT(-84.19160000 39.75895000),,2021-04-16T09:36:10Z,OH,,"Recruitment, Microsoft Visio, Onboarding, Performance Management, SuccessFactors, Microsoft Access, Microsoft SharePoint, Revenue Cycle Management, Testing, Computer Engineering, Computer Sciences, Integration, Documentation, SAP Applications, Management",Jr. Business Analyst,39.75895,-84.1916,,,,,,,
SGS North America,US,4 Year Degree,FULL_TIME,,ac4becc1-fe50-5023-9acd-4698cfe4b70a,Oklahoma City,POINT(-97.51643000 35.46756000),,2021-04-10T01:08:16Z,OK,,"Chemistry, Biology, Microbiology, Aseptic Techniques, Distillation, Liquid Liquid Extraction, Reagent, Laboratory Information Management Systems, Storage (Warehousing)",Microbiologist,35.46756,-97.51643,,,,,,,
Huber Engineered Woods,US,4 Year Degree,FULL_TIME,At least 7 years experience.,5128d4e7-4120-5288-a452-54d78d9ca677,Broken Bow,POINT(-94.76743000 34.03298000),74728,2021-04-13T09:16:06Z,OK,,"Process Improvements (Business), Scheduling, Forecasting, Management, Capital Budgeting, Balancing (Ledger/Billing), Capital Expenditure, Automation, Investments, Renovation, Construction, Computerized Maintenance Management Systems, Reliability",Capital Projects Manager,34.03298,-94.76743,,,,,,,
Nesco Resource,US,4 Year Degree,FULL_TIME,,06e06812-2a93-5943-8db2-cd234ef5f8f7,Portland,POINT(-122.67500000 45.50511000),,2021-04-12T01:38:12Z,OR,,"Search (Computer Science), Cascading Style Sheets (CSS), JavaScript (Programming Language), HyperText Markup Language (HTML), Front End (Software Engineering), Algorithms, Data Structures, Distributed System, Architecture, Graphical User Interface, Mathematical Optimization, User Interface, Testing",Data Visualization Software Engineer,45.50511,-122.675,,,,,,,
SGS North America,US,4 Year Degree,FULL_TIME,,487e27b5-0180-5f55-9bb0-382e01768cd9,Portland,POINT(-122.67500000 45.50511000),,2021-05-03T17:03:03Z,OR,,"Digestive System, Wet Chemistry, Colorimetric Analysis, Gravimetry, Organic Food, Toxicity Characteristic Leaching Procedure, Sonication, Onboarding, Training, Phase (Waves)","Laboratory Technician - Anchorage, AK",45.50511,-122.675,,,,,,,
